Total_Fare,Airways,Duration,Hopping,Taken_Day,Dept_Day,Days_To_Dept,Session,FlightGroup
6887.0,2,175,0,5,6,14,2,8
6887.0,2,175,0,5,6,14,0,6
7171.0,0,165,0,5,6,14,3,3
7171.0,0,165,0,5,6,14,2,2
7171.0,0,165,0,5,6,14,0,0
7171.0,0,170,0,5,6,14,0,0
7253.0,2,275,0,5,6,14,0,6
7253.0,2,275,0,5,6,14,0,6
7281.0,3,170,0,5,6,14,0,10
7281.0,3,175,0,5,6,14,2,12
7281.0,3,180,0,5,6,14,0,10
7281.0,3,180,0,5,6,14,0,10
8011.0,0,165,0,5,6,14,1,1
8117.0,4,400,0,5,6,14,2,19
3527.0,5,175,0,5,4,15,2,15
3579.0,2,165,0,5,4,15,1,7
3579.0,2,165,0,5,4,15,3,9
3579.0,2,170,0,5,4,15,3,9
3579.0,2,170,0,5,4,15,1,7
3579.0,2,170,0,5,4,15,1,7
3579.0,4,175,0,5,4,15,2,19
3583.0,1,160,0,5,4,15,3,5
3583.0,1,165,0,5,4,15,1,4
3690.0,3,165,0,5,4,15,3,13
3873.0,5,170,0,5,4,15,3,16
3900.0,3,165,0,5,4,15,2,12
3900.0,3,175,0,5,4,15,2,12
3900.0,3,175,0,5,4,15,2,12
3900.0,3,180,0,5,4,15,0,10
3925.0,4,170,0,5,4,15,3,20
3925.0,2,170,0,5,4,15,0,6
3925.0,2,175,0,5,4,15,2,8
3925.0,2,175,0,5,4,15,2,8
3925.0,2,175,0,5,4,15,1,7
3925.0,2,175,0,5,4,15,1,7
3925.0,2,180,0,5,4,15,2,8
4011.0,2,285,0,5,4,15,0,6
4143.0,6,160,0,5,4,15,2,22
4143.0,6,160,0,5,4,15,2,22
4143.0,6,165,0,5,4,15,2,22
4273.0,5,170,0,5,4,15,1,14
4353.0,6,175,0,5,4,15,1,21
4377.0,4,170,0,5,4,15,1,18
4417.0,4,485,0,5,4,15,0,17
4530.0,3,180,0,5,4,15,0,10
4573.0,2,285,0,5,4,15,3,9
4644.0,2,165,0,5,4,15,3,9
4644.0,2,170,0,5,4,15,0,6
4644.0,2,175,0,5,4,15,0,6
4756.0,0,165,0,5,4,15,3,3
4756.0,0,165,0,5,4,15,2,2
4756.0,0,165,0,5,4,15,0,0
4756.0,0,170,0,5,4,15,0,0
4878.0,6,160,0,5,4,15,1,21
4944.0,2,170,0,5,4,15,0,6
5019.0,2,275,0,5,4,15,0,6
5047.0,4,400,0,5,4,15,2,19
5091.0,2,245,0,5,4,15,2,8
5125.0,2,275,0,5,4,15,0,6
5160.0,3,170,0,5,4,15,0,10
5203.0,2,260,0,5,4,15,0,6
7381.0,0,165,0,5,4,15,1,1
3583.0,1,160,0,5,0,16,3,5
3900.0,3,165,0,5,0,16,3,13
3900.0,3,165,0,5,0,16,2,12
3925.0,2,165,0,5,0,16,3,9
3925.0,2,170,0,5,0,16,3,9
3925.0,2,175,0,5,0,16,2,8
3925.0,2,175,0,5,0,16,2,8
3925.0,2,180,0,5,0,16,2,8
4049.0,2,285,0,5,0,16,3,9
4143.0,6,160,0,5,0,16,2,22
4143.0,6,160,0,5,0,16,2,22
4143.0,6,165,0,5,0,16,2,22
4273.0,5,170,0,5,0,16,3,16
4273.0,5,175,0,5,0,16,2,15
4377.0,2,165,0,5,0,16,1,7
4377.0,4,170,0,5,0,16,3,20
4377.0,2,170,0,5,0,16,0,6
4377.0,4,175,0,5,0,16,2,19
4530.0,3,175,0,5,0,16,2,12
4573.0,2,260,0,5,0,16,0,6
4644.0,2,165,0,5,0,16,3,9
4644.0,2,170,0,5,0,16,1,7
4644.0,2,175,0,5,0,16,1,7
4696.0,2,245,0,5,0,16,2,8
4697.0,2,285,0,5,0,16,0,6
4756.0,0,165,0,5,0,16,3,3
4756.0,0,165,0,5,0,16,2,2
4756.0,0,170,0,5,0,16,0,0
4839.0,5,170,0,5,0,16,1,14
4878.0,6,175,0,5,0,16,1,21
4944.0,2,175,0,5,0,16,1,7
4945.0,4,170,0,5,0,16,1,18
4966.0,0,165,0,5,0,16,0,0
5160.0,3,170,0,5,0,16,0,10
5160.0,3,175,0,5,0,16,2,12
5180.0,1,165,0,5,0,16,1,4
5363.0,4,400,0,5,0,16,2,19
5467.0,4,485,0,5,0,16,0,17
5554.0,2,170,0,5,0,16,0,6
5554.0,2,170,0,5,0,16,0,6
5554.0,2,170,0,5,0,16,1,7
5662.0,2,275,0,5,0,16,0,6
5662.0,2,275,0,5,0,16,0,6
5685.0,3,155,0,5,0,16,1,11
6558.0,6,160,0,5,0,16,1,21
6651.0,3,180,0,5,0,16,0,10
6651.0,3,180,0,5,0,16,0,10
6887.0,2,175,0,5,0,16,0,6
8221.0,0,165,0,5,0,16,1,1
3579.0,2,170,0,5,2,17,1,7
3583.0,1,165,0,5,2,17,1,4
3873.0,5,170,0,5,2,17,1,14
3925.0,4,170,0,5,2,17,1,18
3925.0,2,170,0,5,2,17,1,7
3925.0,2,175,0,5,2,17,1,7
3925.0,2,175,0,5,2,17,1,7
4220.0,1,160,0,5,2,17,3,5
4377.0,2,165,0,5,2,17,1,7
4377.0,2,165,0,5,2,17,3,9
4377.0,2,170,0,5,2,17,3,9
4417.0,4,485,0,5,2,17,0,17
4530.0,3,165,0,5,2,17,3,13
4530.0,3,180,0,5,2,17,0,10
4644.0,2,170,0,5,2,17,0,6
4644.0,2,175,0,5,2,17,2,8
4644.0,2,175,0,5,2,17,0,6
4644.0,2,180,0,5,2,17,2,8
4668.0,6,160,0,5,2,17,1,21
4668.0,6,175,0,5,2,17,1,21
4732.0,2,260,0,5,2,17,0,6
4839.0,5,175,0,5,2,17,2,15
4878.0,6,160,0,5,2,17,2,22
4878.0,6,165,0,5,2,17,2,22
4944.0,2,165,0,5,2,17,3,9
4944.0,2,170,0,5,2,17,2,8
4944.0,2,175,0,5,2,17,2,8
4945.0,4,175,0,5,2,17,2,19
4983.0,4,400,0,5,2,17,2,19
5160.0,3,155,0,5,2,17,1,11
5160.0,3,165,0,5,2,17,2,12
5160.0,3,175,0,5,2,17,2,12
5329.0,2,275,0,5,2,17,0,6
5403.0,6,160,0,5,2,17,2,22
5455.0,2,275,0,5,2,17,0,6
5469.0,5,170,0,5,2,17,3,16
5554.0,2,170,0,5,2,17,0,6
5575.0,4,170,0,5,2,17,3,20
5606.0,2,245,0,5,2,17,2,8
5947.0,2,170,0,5,2,17,0,6
6126.0,3,180,0,5,2,17,0,10
7281.0,3,175,0,5,2,17,2,12
7381.0,0,165,0,5,2,17,3,3
7381.0,0,165,0,5,2,17,1,1
7381.0,0,170,0,5,2,17,0,0
7591.0,0,165,0,5,2,17,0,0
8221.0,0,165,0,5,2,17,2,2
9423.0,2,280,1,5,2,17,3,9
3527.0,5,170,0,5,3,18,3,16
3579.0,2,165,0,5,3,18,1,7
3579.0,2,170,0,5,3,18,3,9
3579.0,4,170,0,5,3,18,3,20
3579.0,2,170,0,5,3,18,1,7
3579.0,2,170,0,5,3,18,1,7
3583.0,1,160,0,5,3,18,3,5
3583.0,1,165,0,5,3,18,1,4
3629.0,2,285,0,5,3,18,3,9
3690.0,3,165,0,5,3,18,3,13
3925.0,2,165,0,5,3,18,3,9
3925.0,2,175,0,5,3,18,2,8
3925.0,2,175,0,5,3,18,1,7
4273.0,5,170,0,5,3,18,1,14
4273.0,5,175,0,5,3,18,2,15
4377.0,4,170,0,5,3,18,1,18
4377.0,4,175,0,5,3,18,2,19
4377.0,2,175,0,5,3,18,1,7
4377.0,2,180,0,5,3,18,2,8
4417.0,4,485,0,5,3,18,0,17
4530.0,3,155,0,5,3,18,1,11
4530.0,3,165,0,5,3,18,2,12
4530.0,3,175,0,5,3,18,2,12
4530.0,3,180,0,5,3,18,0,10
4644.0,2,165,0,5,3,18,3,9
4644.0,2,170,0,5,3,18,0,6
4644.0,2,175,0,5,3,18,0,6
4668.0,6,160,0,5,3,18,2,22
4668.0,6,160,0,5,3,18,1,21
4668.0,6,175,0,5,3,18,1,21
4696.0,2,245,0,5,3,18,2,8
4756.0,0,165,0,5,3,18,3,3
4913.0,2,275,0,5,3,18,0,6
4944.0,2,170,0,5,3,18,0,6
4944.0,2,175,0,5,3,18,2,8
4983.0,4,400,0,5,3,18,2,19
4998.0,2,280,0,5,3,18,3,9
5203.0,2,260,0,5,3,18,0,6
5329.0,2,275,0,5,3,18,0,6
5403.0,6,160,0,5,3,18,2,22
5403.0,6,165,0,5,3,18,2,22
7280.0,2,170,0,5,3,18,0,6
7281.0,3,175,0,5,3,18,2,12
7381.0,0,165,0,5,3,18,1,1
7381.0,0,170,0,5,3,18,0,0
7591.0,0,165,0,5,3,18,0,0
8221.0,0,165,0,5,3,18,2,2
8436.0,3,180,0,5,3,18,0,10
3480.0,3,165,0,5,1,19,3,13
3527.0,5,170,0,5,1,19,3,16
3527.0,5,175,0,5,1,19,2,15
3579.0,2,170,0,5,1,19,3,9
3579.0,4,170,0,5,1,19,3,20
3579.0,2,170,0,5,1,19,1,7
3579.0,2,170,0,5,1,19,1,7
3579.0,4,175,0,5,1,19,2,19
3583.0,1,160,0,5,1,19,3,5
3583.0,1,165,0,5,1,19,1,4
3601.0,0,170,0,5,1,19,1,1
3788.0,2,260,0,5,1,19,0,6
3873.0,5,170,0,5,1,19,1,14
3900.0,3,155,0,5,1,19,1,11
3925.0,2,165,0,5,1,19,1,7
3925.0,2,165,0,5,1,19,3,9
3925.0,2,170,0,5,1,19,0,6
3925.0,4,170,0,5,1,19,1,18
3925.0,2,175,0,5,1,19,1,7
3925.0,2,175,0,5,1,19,1,7
4011.0,2,285,0,5,1,19,0,6
4318.0,2,175,0,5,1,19,2,8
4377.0,2,175,0,5,1,19,2,8
4377.0,2,180,0,5,1,19,2,8
4417.0,4,485,0,5,1,19,0,17
4530.0,3,165,0,5,1,19,2,12
4530.0,3,175,0,5,1,19,2,12
4530.0,3,175,0,5,1,19,2,12
4530.0,3,180,0,5,1,19,0,10
4530.0,3,180,0,5,1,19,0,10
4644.0,2,165,0,5,1,19,3,9
4644.0,2,170,0,5,1,19,0,6
4644.0,2,170,0,5,1,19,0,6
4644.0,2,175,0,5,1,19,0,6
4668.0,6,160,0,5,1,19,2,22
4668.0,6,160,0,5,1,19,2,22
4668.0,6,160,0,5,1,19,1,21
4668.0,6,165,0,5,1,19,2,22
4668.0,6,175,0,5,1,19,1,21
4696.0,2,245,0,5,1,19,2,8
4756.0,0,165,0,5,1,19,3,3
4756.0,0,165,0,5,1,19,0,0
4976.0,2,280,0,5,1,19,3,9
5019.0,2,275,0,5,1,19,0,6
5047.0,4,400,0,5,1,19,2,19
5329.0,2,275,0,5,1,19,0,6
7381.0,0,165,0,5,1,19,2,2
7381.0,0,170,0,5,1,19,0,0
3480.0,3,165,0,5,5,20,3,13
3527.0,5,170,0,5,5,20,3,16
3527.0,5,170,0,5,5,20,1,14
3579.0,2,165,0,5,5,20,1,7
3579.0,2,170,0,5,5,20,3,9
3579.0,4,170,0,5,5,20,3,20
3579.0,4,170,0,5,5,20,1,18
3579.0,2,170,0,5,5,20,1,7
3579.0,2,170,0,5,5,20,1,7
3583.0,1,160,0,5,5,20,3,5
3583.0,1,165,0,5,5,20,1,4
3629.0,2,285,0,5,5,20,3,9
3873.0,5,175,0,5,5,20,2,15
3900.0,3,175,0,5,5,20,2,12
3925.0,2,165,0,5,5,20,3,9
3925.0,4,175,0,5,5,20,2,19
3925.0,2,175,0,5,5,20,2,8
3925.0,2,175,0,5,5,20,1,7
3925.0,2,180,0,5,5,20,2,8
4011.0,2,280,0,5,5,20,3,9
4011.0,2,285,0,5,5,20,0,6
4318.0,2,175,0,5,5,20,2,8
4318.0,2,175,0,5,5,20,1,7
4530.0,3,160,0,5,5,20,1,11
4530.0,3,165,0,5,5,20,2,12
4530.0,3,175,0,5,5,20,2,12
4530.0,3,180,0,5,5,20,0,10
4530.0,3,180,0,5,5,20,0,10
4644.0,2,165,0,5,5,20,0,6
4644.0,2,170,0,5,5,20,3,9
4644.0,2,170,0,5,5,20,0,6
4644.0,2,175,0,5,5,20,0,6
4667.0,4,400,0,5,5,20,2,19
4668.0,6,160,0,5,5,20,2,22
4668.0,6,160,0,5,5,20,2,22
4668.0,6,160,0,5,5,20,1,21
4668.0,6,165,0,5,5,20,2,22
4668.0,6,175,0,5,5,20,1,21
4696.0,2,245,0,5,5,20,2,8
4756.0,0,165,0,5,5,20,2,2
4756.0,0,180,0,5,5,20,3,3
4913.0,2,275,0,5,5,20,0,6
5329.0,2,275,0,5,5,20,0,6
7381.0,0,165,0,5,5,20,1,1
10216.0,0,170,0,5,5,20,0,0
3417.0,2,165,0,5,6,21,3,9
3527.0,5,170,0,5,6,21,3,16
3579.0,2,165,0,5,6,21,1,7
3579.0,2,170,0,5,6,21,3,9
3579.0,4,170,0,5,6,21,3,20
3579.0,2,170,0,5,6,21,1,7
3579.0,2,170,0,5,6,21,1,7
3583.0,1,160,0,5,6,21,3,5
3583.0,1,165,0,5,6,21,1,4
3629.0,2,260,0,5,6,21,0,6
3690.0,3,165,0,5,6,21,3,13
3873.0,5,170,0,5,6,21,1,14
3873.0,5,175,0,5,6,21,2,15
3900.0,3,165,0,5,6,21,2,12
3900.0,3,175,0,5,6,21,2,12
3925.0,2,170,0,5,6,21,0,6
3925.0,4,170,0,5,6,21,1,18
3925.0,2,175,0,5,6,21,2,8
3925.0,4,175,0,5,6,21,2,19
3925.0,2,175,0,5,6,21,2,8
3925.0,2,175,0,5,6,21,1,7
3925.0,2,180,0,5,6,21,2,8
4011.0,2,280,0,5,6,21,3,9
4011.0,2,285,0,5,6,21,0,6
4318.0,2,175,0,5,6,21,1,7
4417.0,4,485,0,5,6,21,0,17
4530.0,3,160,0,5,6,21,1,11
4530.0,3,175,0,5,6,21,2,12
4530.0,3,180,0,5,6,21,0,10
4644.0,2,165,0,5,6,21,3,9
4644.0,2,170,0,5,6,21,0,6
4644.0,2,175,0,5,6,21,0,6
4667.0,4,400,0,5,6,21,2,19
4668.0,6,160,0,5,6,21,2,22
4668.0,6,160,0,5,6,21,2,22
4668.0,6,160,0,5,6,21,1,21
4668.0,6,165,0,5,6,21,2,22
4668.0,6,175,0,5,6,21,1,21
4696.0,2,245,0,5,6,21,2,8
4756.0,0,165,0,5,6,21,2,2
5329.0,2,275,0,5,6,21,0,6
5791.0,2,275,0,5,6,21,0,6
6126.0,3,180,0,5,6,21,0,10
6361.0,2,170,0,5,6,21,0,6
7381.0,0,165,0,5,6,21,3,3
7381.0,0,165,0,5,6,21,0,0
7381.0,0,165,0,5,6,21,1,1
7381.0,0,170,0,5,6,21,0,0
3527.0,5,170,0,5,4,22,3,16
3579.0,2,170,0,5,4,22,3,9
3579.0,4,170,0,5,4,22,3,20
3583.0,1,160,0,5,4,22,3,5
3583.0,1,165,0,5,4,22,1,4
3873.0,5,170,0,5,4,22,1,14
3873.0,5,175,0,5,4,22,2,15
3900.0,3,165,0,5,4,22,3,13
3900.0,3,165,0,5,4,22,2,12
3900.0,3,175,0,5,4,22,2,12
3925.0,2,165,0,5,4,22,1,7
3925.0,2,165,0,5,4,22,3,9
3925.0,4,170,0,5,4,22,1,18
3925.0,2,170,0,5,4,22,1,7
3925.0,2,175,0,5,4,22,2,8
3925.0,4,175,0,5,4,22,2,19
3925.0,2,175,0,5,4,22,2,8
3925.0,2,175,0,5,4,22,1,7
3925.0,2,180,0,5,4,22,2,8
4011.0,2,280,0,5,4,22,3,9
4377.0,2,170,0,5,4,22,1,7
4377.0,2,175,0,5,4,22,1,7
4410.0,2,285,0,5,4,22,3,9
4417.0,4,485,0,5,4,22,0,17
4530.0,3,175,0,5,4,22,2,12
4530.0,3,180,0,5,4,22,0,10
4567.0,2,260,0,5,4,22,0,6
4644.0,2,170,0,5,4,22,0,6
4644.0,2,170,0,5,4,22,0,6
4644.0,2,175,0,5,4,22,0,6
4667.0,4,400,0,5,4,22,2,19
4668.0,6,160,0,5,4,22,2,22
4668.0,6,160,0,5,4,22,2,22
4668.0,6,165,0,5,4,22,2,22
4696.0,2,245,0,5,4,22,2,8
4756.0,0,165,0,5,4,22,3,3
4756.0,0,165,0,5,4,22,2,2
4756.0,0,170,0,5,4,22,0,0
4878.0,6,160,0,5,4,22,1,21
4878.0,6,175,0,5,4,22,1,21
4944.0,2,165,0,5,4,22,3,9
4944.0,2,170,0,5,4,22,0,6
5125.0,2,275,0,5,4,22,0,6
5160.0,3,155,0,5,4,22,1,11
5160.0,3,180,0,5,4,22,0,10
5455.0,2,275,0,5,4,22,0,6
7381.0,0,165,0,5,4,22,0,0
9166.0,0,165,0,5,4,22,1,1
3583.0,1,160,0,5,0,23,3,5
3873.0,5,170,0,5,0,23,3,16
3925.0,4,170,0,5,0,23,3,20
4377.0,2,165,0,5,0,23,1,7
4377.0,2,165,0,5,0,23,3,9
4377.0,2,170,0,5,0,23,3,9
4377.0,2,175,0,5,0,23,2,8
4530.0,3,165,0,5,0,23,3,13
4530.0,3,165,0,5,0,23,2,12
4530.0,3,175,0,5,0,23,2,12
4644.0,2,165,0,5,0,23,3,9
4644.0,2,175,0,5,0,23,2,8
4644.0,2,180,0,5,0,23,2,8
4668.0,6,160,0,5,0,23,2,22
4668.0,6,160,0,5,0,23,2,22
4668.0,6,165,0,5,0,23,2,22
4696.0,2,245,0,5,0,23,2,8
4697.0,2,280,0,5,0,23,3,9
4697.0,2,285,0,5,0,23,0,6
4944.0,2,170,0,5,0,23,0,6
5047.0,4,400,0,5,0,23,2,19
5047.0,4,485,0,5,0,23,0,17
5160.0,3,175,0,5,0,23,2,12
5180.0,1,165,0,5,0,23,1,4
5362.0,2,260,0,5,0,23,0,6
5469.0,5,175,0,5,0,23,2,15
5554.0,2,170,0,5,0,23,1,7
5554.0,2,170,0,5,0,23,1,7
5554.0,2,175,0,5,0,23,1,7
5575.0,4,175,0,5,0,23,2,19
6205.0,5,170,0,5,0,23,1,14
6309.0,4,170,0,5,0,23,1,18
6361.0,2,175,0,5,0,23,1,7
6472.0,2,275,0,5,0,23,0,6
6558.0,6,160,0,5,0,23,1,21
6558.0,6,175,0,5,0,23,1,21
6651.0,3,160,0,5,0,23,1,11
6887.0,2,170,0,5,0,23,0,6
6934.0,2,275,0,5,0,23,0,6
7280.0,2,170,0,5,0,23,0,6
7381.0,0,165,0,5,0,23,3,3
7381.0,0,165,0,5,0,23,2,2
7381.0,0,170,0,5,0,23,0,0
7591.0,0,165,0,5,0,23,0,0
7806.0,3,180,0,5,0,23,0,10
7806.0,3,180,0,5,0,23,0,10
8041.0,2,175,0,5,0,23,0,6
8221.0,0,165,0,5,0,23,1,1
3925.0,2,170,0,5,2,24,1,7
4377.0,2,170,0,5,2,24,1,7
4377.0,2,175,0,5,2,24,1,7
4377.0,2,175,0,5,2,24,1,7
4417.0,4,485,0,5,2,24,0,17
4530.0,3,155,0,5,2,24,1,11
4594.0,1,160,0,5,2,24,3,5
4594.0,1,165,0,5,2,24,1,4
4644.0,2,170,0,5,2,24,0,6
4644.0,2,175,0,5,2,24,0,6
4668.0,6,160,0,5,2,24,1,21
4668.0,6,175,0,5,2,24,1,21
4696.0,2,245,0,5,2,24,2,8
4732.0,2,260,0,5,2,24,0,6
4839.0,5,170,0,5,2,24,3,16
4839.0,5,170,0,5,2,24,1,14
4944.0,2,170,0,5,2,24,3,9
4944.0,2,170,0,5,2,24,0,6
4945.0,4,170,0,5,2,24,3,20
4945.0,4,170,0,5,2,24,1,18
4977.0,2,285,0,5,2,24,3,9
5160.0,3,180,0,5,2,24,0,10
5160.0,3,180,0,5,2,24,0,10
5297.0,4,400,0,5,2,24,2,19
5554.0,2,165,0,5,2,24,1,7
5554.0,2,165,0,5,2,24,3,9
5554.0,2,170,0,5,2,24,0,6
5554.0,2,175,0,5,2,24,2,8
5554.0,2,175,0,5,2,24,2,8
5554.0,2,180,0,5,2,24,2,8
5613.0,6,160,0,5,2,24,2,22
5613.0,6,165,0,5,2,24,2,22
6126.0,3,165,0,5,2,24,3,13
6126.0,3,165,0,5,2,24,2,12
6126.0,3,175,0,5,2,24,2,12
6205.0,5,175,0,5,2,24,2,15
6309.0,4,175,0,5,2,24,2,19
6348.0,6,160,0,5,2,24,2,22
6361.0,2,170,0,5,2,24,2,8
6472.0,2,275,0,5,2,24,0,6
7087.0,2,295,0,5,2,24,3,9
7281.0,3,175,0,5,2,24,2,12
7381.0,0,165,0,5,2,24,3,3
7381.0,0,165,0,5,2,24,2,2
7381.0,0,165,0,5,2,24,1,1
7381.0,0,170,0,5,2,24,0,0
7591.0,0,165,0,5,2,24,0,0
3873.0,5,170,0,5,3,25,1,14
3925.0,4,170,0,5,3,25,1,18
4011.0,2,285,0,5,3,25,0,6
4273.0,5,170,0,5,3,25,3,16
4377.0,2,165,0,5,3,25,1,7
4377.0,2,165,0,5,3,25,3,9
4377.0,4,170,0,5,3,25,3,20
4377.0,2,170,0,5,3,25,1,7
4377.0,2,175,0,5,3,25,1,7
4377.0,2,175,0,5,3,25,1,7
4410.0,2,285,0,5,3,25,3,9
4530.0,3,160,0,5,3,25,1,11
4530.0,3,165,0,5,3,25,3,13
4594.0,1,160,0,5,3,25,3,5
4594.0,1,165,0,5,3,25,1,4
4644.0,2,165,0,5,3,25,3,9
4644.0,2,170,0,5,3,25,0,6
4644.0,2,175,0,5,3,25,2,8
4644.0,2,175,0,5,3,25,0,6
4644.0,2,180,0,5,3,25,2,8
4668.0,6,160,0,5,3,25,2,22
4668.0,6,160,0,5,3,25,1,21
4668.0,6,175,0,5,3,25,1,21
4696.0,2,245,0,5,3,25,2,8
4697.0,2,280,0,5,3,25,3,9
4733.0,4,485,0,5,3,25,0,17
4839.0,5,175,0,5,3,25,2,15
4944.0,2,170,0,5,3,25,3,9
4944.0,2,175,0,5,3,25,2,8
4945.0,4,175,0,5,3,25,2,19
5160.0,3,165,0,5,3,25,2,12
5160.0,3,180,0,5,3,25,0,10
5403.0,6,160,0,5,3,25,2,22
5403.0,6,165,0,5,3,25,2,22
5456.0,2,275,0,5,3,25,0,6
5554.0,2,170,0,5,3,25,0,6
6097.0,4,400,0,5,3,25,2,19
6126.0,3,175,0,5,3,25,2,12
6411.0,2,260,0,5,3,25,0,6
6887.0,2,170,0,5,3,25,0,6
7281.0,3,175,0,5,3,25,2,12
7381.0,0,165,0,5,3,25,3,3
7381.0,0,165,0,5,3,25,2,2
7381.0,0,165,0,5,3,25,1,1
7381.0,0,170,0,5,3,25,0,0
7591.0,0,165,0,5,3,25,0,0
8436.0,3,180,0,5,3,25,0,10
3601.0,0,170,0,5,1,26,1,1
3873.0,5,170,0,5,1,26,1,14
3873.0,5,175,0,5,1,26,2,15
3900.0,3,165,0,5,1,26,3,13
3925.0,2,165,0,5,1,26,1,7
3925.0,2,165,0,5,1,26,3,9
3925.0,4,170,0,5,1,26,1,18
3925.0,2,170,0,5,1,26,1,7
3925.0,4,175,0,5,1,26,2,19
3925.0,2,175,0,5,1,26,1,7
3925.0,2,175,0,5,1,26,1,7
4011.0,2,285,0,5,1,26,0,6
4273.0,5,170,0,5,1,26,3,16
4377.0,4,170,0,5,1,26,3,20
4377.0,2,170,0,5,1,26,1,7
4377.0,2,175,0,5,1,26,2,8
4377.0,2,180,0,5,1,26,2,8
4530.0,3,160,0,5,1,26,1,11
4530.0,3,175,0,5,1,26,2,12
4530.0,3,180,0,5,1,26,0,10
4530.0,3,180,0,5,1,26,0,10
4594.0,1,160,0,5,1,26,3,5
4594.0,1,165,0,5,1,26,1,4
4644.0,2,170,0,5,1,26,3,9
4644.0,2,170,0,5,1,26,0,6
4644.0,2,170,0,5,1,26,0,6
4644.0,2,175,0,5,1,26,0,6
4668.0,6,160,0,5,1,26,2,22
4668.0,6,160,0,5,1,26,2,22
4668.0,6,160,0,5,1,26,1,21
4668.0,6,165,0,5,1,26,2,22
4668.0,6,175,0,5,1,26,1,21
4696.0,2,245,0,5,1,26,2,8
4697.0,2,280,0,5,1,26,3,9
4733.0,4,485,0,5,1,26,0,17
4756.0,0,165,0,5,1,26,0,0
5160.0,3,175,0,5,1,26,2,12
5456.0,2,275,0,5,1,26,0,6
5554.0,2,165,0,5,1,26,3,9
5554.0,2,170,0,5,1,26,0,6
5677.0,4,400,0,5,1,26,2,19
6027.0,2,260,0,5,1,26,0,6
6993.0,2,285,1,5,1,26,3,9
7281.0,3,165,0,5,1,26,2,12
7381.0,0,165,0,5,1,26,3,3
7381.0,0,165,0,5,1,26,2,2
7381.0,0,170,0,5,1,26,0,0
3873.0,5,170,0,5,5,27,3,16
3925.0,4,170,0,5,5,27,3,20
3925.0,2,170,0,5,5,27,1,7
3925.0,2,175,0,5,5,27,1,7
4273.0,5,170,0,5,5,27,1,14
4273.0,5,175,0,5,5,27,2,15
4377.0,2,165,0,5,5,27,1,7
4377.0,2,165,0,5,5,27,3,9
4377.0,4,170,0,5,5,27,1,18
4377.0,2,170,0,5,5,27,1,7
4377.0,4,175,0,5,5,27,2,19
4377.0,2,175,0,5,5,27,1,7
4530.0,3,155,0,5,5,27,1,11
4530.0,3,165,0,5,5,27,3,13
4530.0,3,165,0,5,5,27,2,12
4530.0,3,175,0,5,5,27,2,12
4530.0,3,180,0,5,5,27,0,10
4530.0,3,180,0,5,5,27,0,10
4594.0,1,160,0,5,5,27,3,5
4594.0,1,165,0,5,5,27,1,4
4644.0,2,170,0,5,5,27,3,9
4644.0,2,170,0,5,5,27,3,9
4644.0,2,170,0,5,5,27,0,6
4644.0,2,175,0,5,5,27,2,8
4644.0,2,180,0,5,5,27,2,8
4668.0,6,160,0,5,5,27,2,22
4668.0,6,160,0,5,5,27,2,22
4668.0,6,160,0,5,5,27,1,21
4668.0,6,165,0,5,5,27,2,22
4668.0,6,175,0,5,5,27,1,21
4697.0,2,280,0,5,5,27,3,9
4697.0,2,285,0,5,5,27,0,6
4756.0,0,165,0,5,5,27,1,1
4756.0,0,170,0,5,5,27,0,0
4756.0,0,180,0,5,5,27,3,3
4944.0,2,175,0,5,5,27,2,8
4944.0,2,175,0,5,5,27,0,6
5160.0,3,175,0,5,5,27,2,12
5329.0,2,275,0,5,5,27,0,6
6006.0,2,290,0,5,5,27,0,6
6413.0,2,245,0,5,5,27,2,8
6517.0,4,400,0,5,5,27,2,19
6887.0,2,165,0,5,5,27,0,6
7381.0,0,165,0,5,5,27,2,2
7813.0,2,285,0,5,5,27,3,9
3873.0,5,170,0,5,6,28,3,16
3873.0,5,170,0,5,6,28,1,14
3873.0,5,175,0,5,6,28,2,15
3925.0,4,170,0,5,6,28,3,20
3925.0,4,170,0,5,6,28,1,18
3925.0,2,170,0,5,6,28,1,7
3925.0,4,175,0,5,6,28,2,19
3925.0,2,175,0,5,6,28,2,8
3925.0,2,175,0,5,6,28,1,7
4011.0,2,285,0,5,6,28,0,6
4376.0,2,280,0,5,6,28,3,9
4377.0,2,165,0,5,6,28,1,7
4377.0,2,165,0,5,6,28,3,9
4377.0,2,170,0,5,6,28,0,6
4377.0,2,170,0,5,6,28,1,7
4377.0,2,175,0,5,6,28,1,7
4417.0,4,485,0,5,6,28,0,17
4530.0,3,160,0,5,6,28,1,11
4530.0,3,165,0,5,6,28,3,13
4530.0,3,165,0,5,6,28,2,12
4530.0,3,175,0,5,6,28,2,12
4530.0,3,180,0,5,6,28,0,10
4530.0,3,180,0,5,6,28,0,10
4573.0,2,260,0,5,6,28,0,6
4594.0,1,160,0,5,6,28,3,5
4594.0,1,165,0,5,6,28,1,4
4644.0,2,170,0,5,6,28,3,9
4644.0,2,170,0,5,6,28,0,6
4644.0,2,175,0,5,6,28,2,8
4644.0,2,175,0,5,6,28,0,6
4644.0,2,180,0,5,6,28,2,8
4668.0,6,160,0,5,6,28,2,22
4668.0,6,160,0,5,6,28,2,22
4668.0,6,160,0,5,6,28,1,21
